VisitID,VisitDate,RepID,DoctorID,TerritoryID,VisitType,ProductsDetailed,SamplesGiven,CallOutcome,NextVisitScheduled,VisitDuration_Mins,JointVisitFlag,ManagerID
VIS000839,2023-03-25,REP008,DOC0191,TER020,Follow-up,"DRG007,DRG008,DRG010,DRG012",2,Prescription Committed,2023-04-06,25,No,
VIS001362,2023-03-25,REP015,DOC0234,TER032,Planned,"DRG008,DRG013,DRG002",3,Sample Accepted,2023-04-09,21,No,
VIS000091,2023-03-26,REP019,DOC0231,TER039,Planned,DRG007,1,Prescription Committed,2023-04-15,17,Yes,REP017
VIS000360,2023-03-26,REP011,DOC0014,TER010,Planned,DRG001,0,Prescription Committed,2023-04-03,23,No,
VIS001037,2023-03-26,REP004,DOC0060,TER020,Planned,"DRG012,DRG008,DRG003",3,Prescription Committed,2023-04-15,42,No,
VIS001199,2023-03-26,REP007,DOC0030,TER004,Planned,"DRG008,DRG002,DRG007",1,Not Interested,2023-04-17,33,No,
VIS001252,2023-03-27,REP013,DOC0264,TER021,Unplanned,DRG005,0,Meeting Rescheduled,2023-04-07,14,No,
VIS001312,2023-03-28,REP012,DOC0075,TER008,Planned,DRG012,2,Will Consider,2023-04-21,11,No,
VIS002441,2023-03-28,REP002,DOC0297,TER019,Planned,"DRG011,DRG009",2,Prescription Committed,2023-04-08,42,No,
VIS002983,2023-03-28,REP016,DOC0215,TER036,Planned,DRG006,3,Sample Accepted,2023-04-06,29,No,
VIS001331,2023-03-29,REP003,DOC0052,TER037,Follow-up,"DRG004,DRG009,DRG001",3,Sample Accepted,2023-04-08,43,No,
VIS001793,2023-03-30,REP015,DOC0002,TER037,Planned,DRG003,1,Sample Accepted,2023-04-15,14,No,
VIS001795,2023-03-30,REP015,DOC0242,TER015,Unplanned,DRG010,2,Not Interested,2023-04-07,31,No,
VIS001994,2023-03-30,REP016,DOC0109,TER008,Planned,"DRG015,DRG009,DRG006",0,Prescription Committed,2023-04-08,14,No,
VIS000146,2023-04-02,REP011,DOC0118,TER024,Planned,"DRG001,DRG004,DRG002",2,Meeting Rescheduled,2023-04-12,41,No,
VIS000252,2023-04-02,REP009,DOC0115,TER026,Planned,DRG012,2,Meeting Rescheduled,2023-04-15,39,Yes,REP017
VIS001703,2023-04-02,REP013,DOC0110,TER015,Follow-up,"DRG002,DRG013,DRG007,DRG014",3,Sample Accepted,2023-04-27,19,No,
VIS002694,2023-04-02,REP013,DOC0288,TER016,Follow-up,"DRG009,DRG011",1,Not Interested,2023-05-02,28,Yes,REP017
VIS002769,2023-04-02,REP017,DOC0239,TER031,Follow-up,DRG012,3,Will Consider,2023-04-10,25,Yes,REP017
VIS000199,2023-04-03,REP009,DOC0027,TER040,CME,"DRG013,DRG010",1,Prescription Committed,2023-04-19,17,No,
VIS000624,2023-04-03,REP002,DOC0287,TER011,Unplanned,"DRG012,DRG004",0,Prescription Committed,2023-04-11,44,No,
VIS001275,2023-04-03,REP014,DOC0156,TER002,Planned,DRG008,2,Prescription Committed,2023-04-16,19,No,
VIS002275,2023-04-03,REP019,DOC0184,TER026,Follow-up,"DRG010,DRG005,DRG001",0,Prescription Committed,2023-04-16,26,No,
VIS000825,2023-04-04,REP011,DOC0108,TER039,Planned,DRG015,1,Will Consider,2023-05-01,26,Yes,REP017
VIS001497,2023-04-04,REP019,DOC0281,TER040,CME,"DRG014,DRG008,DRG012",0,Prescription Committed,2023-04-11,19,No,
VIS002603,2023-04-04,REP001,DOC0083,TER019,Planned,"DRG012,DRG001,DRG008,DRG004",2,Prescription Committed,2023-05-02,29,No,
VIS002727,2023-04-05,REP017,DOC0010,TER007,Unplanned,"DRG008,DRG014,DRG004",1,Not Interested,2023-04-25,19,No,
VIS000339,2023-04-06,REP002,DOC0237,TER005,Planned,"DRG014,DRG011,DRG002,DRG003",3,Sample Accepted,2023-04-27,17,No,
VIS000711,2023-04-06,REP011,DOC0138,TER017,CME,"DRG015,DRG010,DRG005",0,Will Consider,2023-04-27,16,Yes,REP017
VIS002710,2023-04-07,REP016,DOC0048,TER016,Follow-up,"DRG007,DRG004,DRG014,DRG009",2,Will Consider,2023-05-05,17,No,
VIS000399,2023-04-09,REP003,DOC0029,TER030,Planned,"DRG001,DRG014",0,Will Consider,2023-04-16,10,No,
VIS000826,2023-04-09,REP020,DOC0266,TER031,Unplanned,"DRG012,DRG013",2,Sample Accepted,2023-04-18,22,No,
VIS001453,2023-04-09,REP014,DOC0111,TER034,Follow-up,"DRG012,DRG015,DRG003",0,Prescription Committed,2023-04-30,40,No,
VIS001781,2023-04-10,REP011,DOC0276,TER027,Planned,"DRG003,DRG007",1,Prescription Committed,2023-05-09,30,No,
VIS002171,2023-04-10,REP001,DOC0223,TER040,Unplanned,"DRG014,DRG011,DRG007",1,Will Consider,2023-05-01,37,No,
VIS002504,2023-04-11,REP014,DOC0210,TER040,Planned,DRG010,3,Prescription Committed,2023-05-04,41,No,
VIS002968,2023-04-11,REP009,DOC0216,TER005,Follow-up,"DRG002,DRG006,DRG013,DRG010",3,Meeting Rescheduled,2023-05-09,29,Yes,REP017
VIS000802,2023-04-12,REP017,DOC0094,TER003,Planned,"DRG008,DRG014,DRG001,DRG007",3,Meeting Rescheduled,2023-04-19,15,No,
VIS002568,2023-04-12,REP002,DOC0041,TER003,CME,"DRG007,DRG002,DRG015,DRG001",1,Will Consider,2023-04-19,34,No,
VIS001295,2023-04-13,REP009,DOC0035,TER039,Planned,"DRG009,DRG002,DRG004",3,Sample Accepted,2023-04-21,20,Yes,REP017
VIS001315,2023-04-13,REP004,DOC0207,TER035,Follow-up,"DRG015,DRG014,DRG011",2,Will Consider,2023-04-25,16,No,
VIS000739,2023-04-14,REP016,DOC0137,TER009,Planned,DRG007,2,Sample Accepted,2023-05-04,23,No,
VIS001906,2023-04-14,REP015,DOC0295,TER014,Planned,DRG011,0,Prescription Committed,2023-05-13,30,No,
VIS002264,2023-04-14,REP005,DOC0153,TER030,Planned,"DRG012,DRG004",0,Sample Accepted,2023-05-07,24,No,
VIS002892,2023-04-14,REP001,DOC0286,TER017,Unplanned,"DRG001,DRG011,DRG007",3,Will Consider,2023-05-12,14,No,
VIS000642,2023-04-15,REP013,DOC0110,TER021,Planned,"DRG005,DRG001",0,Will Consider,2023-05-02,15,Yes,REP017
VIS001040,2023-04-15,REP008,DOC0037,TER021,Planned,"DRG003,DRG010",2,Will Consider,2023-04-27,15,No,
VIS001540,2023-04-15,REP006,DOC0192,TER008,CME,"DRG002,DRG013,DRG001",2,Prescription Committed,2023-05-10,20,No,
VIS002596,2023-04-15,REP005,DOC0275,TER016,Planned,"DRG014,DRG005",1,Prescription Committed,2023-05-05,11,No,
VIS000047,2023-04-16,REP009,DOC0028,TER007,Planned,"DRG011,DRG005,DRG010",0,Not Interested,2023-05-13,39,No,
VIS001680,2023-04-16,REP015,DOC0082,TER002,Planned,DRG006,3,Prescription Committed,2023-05-10,12,No,
VIS000644,2023-04-18,REP003,DOC0016,TER003,Follow-up,"DRG015,DRG004",0,Sample Accepted,2023-05-12,14,No,
VIS001961,2023-04-18,REP008,DOC0220,TER038,Planned,DRG007,0,Prescription Committed,2023-05-13,24,No,
VIS002560,2023-04-18,REP017,DOC0096,TER040,Follow-up,"DRG002,DRG001",2,Will Consider,2023-05-03,28,No,
VIS000838,2023-04-19,REP014,DOC0075,TER018,Planned,"DRG005,DRG001,DRG012,DRG011",3,Sample Accepted,2023-05-12,35,Yes,REP017
VIS002005,2023-04-19,REP019,DOC0164,TER039,Planned,"DRG015,DRG013",3,Not Interested,2023-05-18,30,No,
VIS002238,2023-04-19,REP012,DOC0024,TER017,Planned,"DRG010,DRG006",3,Not Interested,2023-04-29,32,No,
VIS001661,2023-04-20,REP017,DOC0048,TER019,Follow-up,"DRG010,DRG011,DRG007",0,Prescription Committed,2023-05-14,17,No,
VIS000581,2023-04-21,REP011,DOC0195,TER015,Unplanned,"DRG006,DRG015",0,Will Consider,2023-05-11,36,No,
VIS001735,2023-04-21,REP018,DOC0077,TER016,Planned,"DRG009,DRG003,DRG010",1,Not Interested,2023-05-03,18,No,
VIS002570,2023-04-21,REP019,DOC0215,TER017,Unplanned,"DRG005,DRG002,DRG006,DRG009",1,Not Interested,2023-04-29,43,No,
VIS002289,2023-04-22,REP009,DOC0135,TER008,Planned,DRG015,1,Meeting Rescheduled,2023-05-17,16,No,
VIS000941,2023-04-23,REP006,DOC0253,TER010,Planned,"DRG004,DRG013",0,Not Interested,2023-05-15,20,No,
VIS000842,2023-04-24,REP012,DOC0037,TER022,CME,DRG014,1,Sample Accepted,2023-05-07,30,No,
VIS001255,2023-04-24,REP014,DOC0221,TER027,Planned,"DRG007,DRG006,DRG009,DRG002",1,Will Consider,2023-05-03,42,No,
VIS002972,2023-04-24,REP018,DOC0021,TER001,Unplanned,"DRG012,DRG006,DRG009",0,Will Consider,2023-05-24,42,No,
VIS000021,2023-04-25,REP009,DOC0007,TER003,Follow-up,DRG006,0,Prescription Committed,2023-05-22,28,No,
VIS000808,2023-04-25,REP003,DOC0158,TER032,Follow-up,"DRG015,DRG012,DRG003,DRG005",2,Will Consider,2023-05-15,22,Yes,REP012
VIS000490,2023-04-26,REP006,DOC0067,TER009,Planned,"DRG010,DRG013",3,Prescription Committed,2023-05-09,29,Yes,REP017
VIS001167,2023-04-26,REP020,DOC0166,TER034,Follow-up,"DRG011,DRG001,DRG012,DRG009",1,Sample Accepted,2023-05-21,38,No,
VIS000160,2023-04-28,REP014,DOC0006,TER007,Planned,"DRG005,DRG012,DRG001",0,Sample Accepted,2023-05-08,35,No,
VIS000269,2023-04-28,REP017,DOC0223,TER038,CME,DRG006,3,Prescription Committed,2023-05-08,27,Yes,REP017
VIS001879,2023-04-28,REP020,DOC0117,TER021,CME,DRG015,1,Will Consider,2023-05-27,13,No,
VIS002497,2023-04-28,REP011,DOC0194,TER023,CME,"DRG002,DRG008",1,Prescription Committed,2023-05-17,19,No,
VIS000562,2023-04-29,REP013,DOC0297,TER001,Planned,"DRG002,DRG004,DRG010,DRG007",2,Prescription Committed,2023-05-14,31,No,
VIS001589,2023-04-29,REP011,DOC0211,TER034,Planned,"DRG008,DRG010",3,Prescription Committed,2023-05-14,30,No,
VIS000162,2023-04-30,REP018,DOC0210,TER016,Planned,"DRG001,DRG002,DRG003,DRG004",1,Not Interested,2023-05-16,26,No,
VIS000605,2023-05-01,REP020,DOC0025,TER030,Planned,"DRG003,DRG014",0,Will Consider,2023-05-24,36,No,
VIS002465,2023-05-01,REP018,DOC0217,TER029,Planned,DRG007,0,Meeting Rescheduled,2023-05-21,12,No,
VIS002274,2023-05-02,REP016,DOC0268,TER015,Follow-up,"DRG007,DRG008,DRG006,DRG013",2,Not Interested,2023-05-19,13,No,
VIS001993,2023-05-03,REP014,DOC0006,TER013,Follow-up,DRG015,3,Sample Accepted,2023-05-26,23,No,
VIS001505,2023-05-04,REP006,DOC0012,TER015,CME,"DRG012,DRG008",2,Not Interested,2023-05-22,40,Yes,REP017
VIS002709,2023-05-04,REP001,DOC0156,TER012,Unplanned,DRG001,0,Sample Accepted,2023-05-15,20,No,
VIS002947,2023-05-04,REP012,DOC0016,TER006,Follow-up,"DRG005,DRG007,DRG003,DRG014",3,Will Consider,2023-05-23,43,No,
VIS000242,2023-05-05,REP010,DOC0279,TER029,Follow-up,DRG010,0,Sample Accepted,2023-05-28,28,No,
VIS002820,2023-05-05,REP013,DOC0224,TER023,Unplanned,"DRG014,DRG003",3,Prescription Committed,2023-06-03,37,No,
VIS000495,2023-05-07,REP012,DOC0050,TER028,Follow-up,"DRG004,DRG001",0,Will Consider,2023-06-02,43,No,
VIS001725,2023-05-07,REP014,DOC0050,TER004,Unplanned,"DRG003,DRG006",1,Will Consider,2023-05-14,45,Yes,REP017
VIS002020,2023-05-08,REP014,DOC0259,TER038,Planned,"DRG011,DRG010,DRG014,DRG012",1,Will Consider,2023-05-29,27,No,
VIS002120,2023-05-08,REP006,DOC0290,TER026,Planned,"DRG005,DRG011,DRG002",3,Will Consider,2023-05-15,45,No,
VIS002700,2023-05-08,REP002,DOC0081,TER006,Planned,"DRG015,DRG007",1,Will Consider,2023-05-28,30,Yes,REP017
VIS000283,2023-05-09,REP017,DOC0283,TER003,Follow-up,DRG007,0,Prescription Committed,2023-06-07,23,No,
VIS000667,2023-05-09,REP001,DOC0183,TER001,Planned,DRG004,3,Meeting Rescheduled,2023-05-28,12,Yes,REP017
VIS001758,2023-05-09,REP012,DOC0089,TER023,Unplanned,"DRG007,DRG013",2,Meeting Rescheduled,2023-05-22,41,No,
VIS000855,2023-05-10,REP004,DOC0096,TER038,Planned,"DRG003,DRG009",3,Will Consider,2023-06-02,45,Yes,REP012
VIS002338,2023-05-10,REP003,DOC0260,TER019,Follow-up,DRG003,0,Will Consider,2023-05-19,38,No,
VIS002868,2023-05-10,REP019,DOC0250,TER023,Planned,"DRG002,DRG015,DRG004",1,Prescription Committed,2023-05-23,44,No,
VIS002043,2023-05-11,REP004,DOC0205,TER013,Planned,"DRG006,DRG011,DRG007,DRG001",1,Not Interested,2023-05-30,19,No,
VIS002691,2023-05-11,REP015,DOC0186,TER028,CME,"DRG001,DRG014,DRG013,DRG009",2,Will Consider,2023-05-28,43,No,
VIS002826,2023-05-11,REP002,DOC0125,TER022,CME,"DRG005,DRG012,DRG015,DRG004",0,Not Interested,2023-05-24,41,No,
VIS000851,2023-05-12,REP002,DOC0117,TER032,Planned,"DRG001,DRG013,DRG011,DRG010",0,Prescription Committed,2023-05-28,13,No,
VIS002952,2023-05-12,REP018,DOC0199,TER008,Planned,"DRG002,DRG009,DRG003,DRG012",3,Will Consider,2023-05-24,36,Yes,REP017
VIS000840,2023-05-13,REP019,DOC0197,TER027,Follow-up,"DRG009,DRG015,DRG008,DRG012",2,Prescription Committed,2023-05-25,21,No,
VIS001175,2023-05-14,REP012,DOC0228,TER004,Unplanned,"DRG006,DRG008,DRG010",1,Sample Accepted,2023-06-05,29,No,
VIS001980,2023-05-14,REP010,DOC0072,TER011,Planned,DRG002,0,Will Consider,2023-06-04,33,No,
VIS000290,2023-05-15,REP014,DOC0031,TER007,Follow-up,"DRG011,DRG012,DRG003,DRG002",1,Sample Accepted,2023-06-10,26,Yes,REP017
VIS000996,2023-05-15,REP009,DOC0209,TER038,Planned,"DRG001,DRG010,DRG002,DRG008",3,Prescription Committed,2023-06-11,18,No,
VIS001482,2023-05-15,REP009,DOC0263,TER012,Planned,"DRG004,DRG013,DRG015",1,Prescription Committed,2023-06-04,43,No,
VIS002136,2023-05-15,REP003,DOC0296,TER007,Unplanned,"DRG014,DRG007,DRG002",0,Not Interested,2023-06-14,44,No,
VIS000671,2023-05-16,REP001,DOC0093,TER010,Follow-up,"DRG008,DRG002,DRG010",0,Prescription Committed,2023-05-25,11,No,
VIS002619,2023-05-16,REP013,DOC0013,TER039,Camp,"DRG014,DRG004,DRG012,DRG005",2,Prescription Committed,2023-05-29,17,Yes,REP017
VIS001116,2023-05-17,REP016,DOC0241,TER010,Planned,"DRG003,DRG001,DRG015",3,Prescription Committed,2023-06-14,11,Yes,REP012
VIS002771,2023-05-17,REP014,DOC0088,TER026,CME,DRG005,1,Not Interested,2023-05-25,43,No,
VIS001227,2023-05-18,REP018,DOC0102,TER033,Planned,DRG007,3,Prescription Committed,2023-06-10,17,No,
VIS002365,2023-05-19,REP017,DOC0089,TER018,CME,"DRG014,DRG002,DRG005",2,Will Consider,2023-05-27,22,No,
VIS000138,2023-05-20,REP014,DOC0271,TER032,Follow-up,DRG001,2,Will Consider,2023-06-10,21,No,
VIS001985,2023-05-21,REP006,DOC0017,TER001,Planned,"DRG011,DRG001,DRG012,DRG009",3,Prescription Committed,2023-06-11,21,No,
VIS002167,2023-05-21,REP005,DOC0131,TER012,Planned,"DRG015,DRG001",2,Will Consider,2023-06-07,37,No,
VIS002612,2023-05-21,REP014,DOC0140,TER018,Planned,"DRG002,DRG004",1,Will Consider,2023-06-04,27,No,
VIS002865,2023-05-21,REP014,DOC0209,TER040,Camp,"DRG011,DRG001,DRG010,DRG003",0,Sample Accepted,2023-06-02,31,No,
VIS002656,2023-05-22,REP004,DOC0227,TER038,Planned,"DRG008,DRG011",1,Not Interested,2023-06-19,31,Yes,REP012
VIS000828,2023-05-23,REP012,DOC0132,TER025,Planned,"DRG015,DRG001,DRG002",3,Will Consider,2023-06-09,32,No,
VIS002468,2023-05-23,REP016,DOC0194,TER018,Planned,"DRG008,DRG012",1,Prescription Committed,2023-06-07,14,No,
VIS001708,2023-05-24,REP019,DOC0246,TER024,Planned,"DRG006,DRG005",2,Prescription Committed,2023-06-03,23,No,
VIS002907,2023-05-24,REP020,DOC0118,TER029,CME,"DRG015,DRG010,DRG002",2,Prescription Committed,2023-06-23,34,No,
VIS002208,2023-05-25,REP008,DOC0017,TER037,Unplanned,DRG001,1,Sample Accepted,2023-06-10,42,No,
VIS002276,2023-05-26,REP014,DOC0255,TER017,Planned,DRG001,3,Prescription Committed,2023-06-16,12,Yes,REP017
VIS002973,2023-05-26,REP017,DOC0096,TER037,Planned,DRG007,2,Will Consider,2023-06-10,27,No,
VIS000503,2023-05-27,REP003,DOC0213,TER018,CME,DRG002,3,Not Interested,2023-06-04,29,Yes,REP012
VIS001048,2023-05-27,REP015,DOC0171,TER033,Planned,"DRG012,DRG003,DRG009",1,Will Consider,2023-06-05,21,No,
VIS000127,2023-05-28,REP011,DOC0175,TER009,Planned,DRG010,0,Not Interested,2023-06-19,38,Yes,REP017
VIS001162,2023-05-29,REP001,DOC0061,TER022,Follow-up,"DRG009,DRG003",0,Will Consider,2023-06-17,25,Yes,REP017
VIS001408,2023-05-29,REP016,DOC0241,TER013,Planned,DRG011,1,Will Consider,2023-06-08,20,No,
VIS000305,2023-05-30,REP004,DOC0019,TER034,Planned,"DRG006,DRG011,DRG005,DRG013",2,Will Consider,2023-06-21,39,No,
VIS000334,2023-05-30,REP019,DOC0137,TER023,Planned,"DRG003,DRG005,DRG010,DRG015",3,Prescription Committed,2023-06-22,28,No,
VIS000376,2023-05-30,REP010,DOC0003,TER016,Planned,"DRG011,DRG015,DRG004",3,Sample Accepted,2023-06-29,36,Yes,REP012
VIS001939,2023-05-30,REP016,DOC0235,TER039,CME,"DRG007,DRG009,DRG006",3,Not Interested,2023-06-29,18,Yes,REP012
VIS002193,2023-05-30,REP005,DOC0123,TER005,Unplanned,DRG015,2,Prescription Committed,2023-06-21,19,No,
VIS002578,2023-05-30,REP014,DOC0186,TER030,Unplanned,"DRG005,DRG006,DRG002",2,Prescription Committed,2023-06-26,13,No,
VIS002852,2023-05-30,REP020,DOC0105,TER006,CME,"DRG008,DRG013,DRG004",2,Not Interested,2023-06-29,12,Yes,REP012
VIS000733,2023-05-31,REP015,DOC0190,TER017,Camp,"DRG010,DRG002,DRG012",0,Prescription Committed,2023-06-11,17,Yes,REP017
VIS001128,2023-06-01,REP018,DOC0184,TER028,Planned,"DRG004,DRG005,DRG013,DRG007",3,Will Consider,2023-06-17,22,No,
VIS002459,2023-06-01,REP015,DOC0292,TER036,Planned,"DRG011,DRG005,DRG004",0,Prescription Committed,2023-06-18,41,No,
VIS000059,2023-06-02,REP002,DOC0046,TER029,Planned,"DRG001,DRG003,DRG013,DRG004",0,Not Interested,2023-06-21,13,Yes,REP017
VIS000248,2023-06-02,REP018,DOC0187,TER029,Follow-up,"DRG007,DRG001,DRG013,DRG005",3,Prescription Committed,2023-06-29,11,No,
VIS002009,2023-06-02,REP008,DOC0177,TER020,Follow-up,"DRG009,DRG002,DRG013,DRG011",0,Prescription Committed,2023-06-19,34,Yes,REP017
VIS002486,2023-06-02,REP005,DOC0284,TER034,Follow-up,"DRG005,DRG015,DRG011",3,Sample Accepted,2023-06-25,28,Yes,REP017
VIS000744,2023-06-03,REP018,DOC0063,TER028,Follow-up,"DRG010,DRG009",3,Sample Accepted,2023-06-15,12,No,
VIS001363,2023-06-03,REP020,DOC0019,TER009,Planned,"DRG012,DRG014,DRG001",0,Prescription Committed,2023-06-21,29,No,
VIS001455,2023-06-03,REP003,DOC0092,TER020,Planned,"DRG014,DRG003",3,Not Interested,2023-06-20,38,No,
VIS001871,2023-06-03,REP009,DOC0297,TER034,Planned,"DRG003,DRG008,DRG005",3,Will Consider,2023-06-24,41,No,
VIS001535,2023-06-04,REP013,DOC0185,TER008,CME,"DRG009,DRG006,DRG004,DRG003",2,Sample Accepted,2023-06-12,22,No,
VIS000692,2023-06-05,REP020,DOC0123,TER004,CME,DRG006,1,Sample Accepted,2023-07-02,24,No,
VIS000461,2023-06-06,REP017,DOC0071,TER029,Planned,"DRG007,DRG012",2,Not Interested,2023-06-18,19,No,
VIS001323,2023-06-06,REP019,DOC0232,TER018,Follow-up,"DRG001,DRG004",0,Prescription Committed,2023-06-28,29,No,
VIS001951,2023-06-06,REP014,DOC0033,TER036,Planned,"DRG007,DRG005,DRG012",0,Will Consider,2023-07-05,25,No,
VIS002097,2023-06-06,REP020,DOC0143,TER027,Follow-up,DRG014,0,Meeting Rescheduled,2023-06-22,28,No,
VIS001241,2023-06-07,REP011,DOC0126,TER004,Planned,"DRG010,DRG014",1,Will Consider,2023-06-27,41,No,
VIS002222,2023-06-07,REP011,DOC0123,TER040,Planned,"DRG002,DRG004,DRG006,DRG005",0,Prescription Committed,2023-06-26,18,No,
VIS002241,2023-06-07,REP013,DOC0035,TER017,Unplanned,"DRG007,DRG008,DRG012",2,Sample Accepted,2023-06-23,21,No,
VIS000343,2023-06-08,REP012,DOC0163,TER013,CME,"DRG001,DRG011",0,Not Interested,2023-06-16,45,No,
VIS002066,2023-06-08,REP005,DOC0228,TER039,Unplanned,DRG005,3,Prescription Committed,2023-06-20,15,No,
VIS001149,2023-06-09,REP005,DOC0176,TER018,Planned,"DRG002,DRG010,DRG012,DRG015",1,Prescription Committed,2023-07-05,11,No,
VIS001292,2023-06-09,REP008,DOC0244,TER018,Unplanned,"DRG010,DRG014,DRG003,DRG001",3,Not Interested,2023-06-25,20,Yes,REP017
VIS002631,2023-06-09,REP009,DOC0206,TER032,Planned,"DRG004,DRG006",1,Prescription Committed,2023-06-19,34,No,
VIS002294,2023-06-10,REP003,DOC0050,TER023,Planned,"DRG015,DRG006",3,Will Consider,2023-07-08,18,No,
VIS002914,2023-06-11,REP002,DOC0004,TER026,Planned,"DRG011,DRG006,DRG015,DRG012",0,Sample Accepted,2023-06-27,38,No,
VIS002494,2023-06-12,REP012,DOC0124,TER009,Follow-up,"DRG013,DRG015,DRG006",3,Meeting Rescheduled,2023-07-10,26,No,
VIS002995,2023-06-12,REP012,DOC0180,TER036,Unplanned,DRG011,0,Prescription Committed,2023-06-30,23,No,
VIS000903,2023-06-14,REP009,DOC0058,TER015,Planned,"DRG008,DRG014,DRG006",3,Not Interested,2023-07-06,31,No,
VIS001743,2023-06-15,REP001,DOC0284,TER017,Planned,"DRG010,DRG012,DRG001",2,Will Consider,2023-07-02,34,No,
VIS002355,2023-06-15,REP008,DOC0218,TER037,CME,"DRG001,DRG013,DRG015",0,Not Interested,2023-07-02,24,No,
VIS000917,2023-06-16,REP008,DOC0221,TER036,Unplanned,"DRG007,DRG004",0,Sample Accepted,2023-07-07,22,No,
VIS001019,2023-06-16,REP006,DOC0019,TER034,Planned,DRG011,1,Will Consider,2023-07-06,37,Yes,REP017
VIS001521,2023-06-16,REP015,DOC0163,TER040,Planned,DRG005,2,Will Consider,2023-06-25,25,No,
VIS001623,2023-06-16,REP014,DOC0175,TER016,Follow-up,"DRG014,DRG004,DRG009,DRG007",1,Will Consider,2023-07-06,27,No,
VIS002027,2023-06-16,REP020,DOC0196,TER014,Planned,"DRG005,DRG004,DRG001",2,Prescription Committed,2023-06-23,16,No,
VIS000027,2023-06-18,REP007,DOC0072,TER007,Planned,"DRG011,DRG004",1,Sample Accepted,2023-07-13,28,No,
VIS000767,2023-06-18,REP009,DOC0228,TER025,Unplanned,"DRG015,DRG006,DRG009",2,Sample Accepted,2023-07-02,20,No,
VIS001424,2023-06-18,REP008,DOC0257,TER020,Planned,"DRG002,DRG011",2,Sample Accepted,2023-07-17,12,No,
VIS001649,2023-06-18,REP013,DOC0090,TER002,Planned,"DRG001,DRG008,DRG004",2,Sample Accepted,2023-06-25,10,No,
VIS002060,2023-06-18,REP019,DOC0019,TER007,Planned,DRG005,1,Not Interested,2023-07-11,16,No,
VIS002139,2023-06-18,REP016,DOC0090,TER031,Planned,"DRG007,DRG003,DRG004",3,Will Consider,2023-07-11,34,No,
VIS002346,2023-06-19,REP018,DOC0200,TER031,Planned,"DRG011,DRG001,DRG006",3,Will Consider,2023-07-17,30,No,
VIS000700,2023-06-20,REP018,DOC0043,TER040,Unplanned,"DRG013,DRG007,DRG005",1,Prescription Committed,2023-07-06,41,Yes,REP017
VIS002403,2023-06-20,REP012,DOC0023,TER033,Unplanned,"DRG008,DRG009,DRG010",2,Prescription Committed,2023-07-16,14,No,
VIS000555,2023-06-21,REP017,DOC0197,TER030,Unplanned,"DRG002,DRG001,DRG009",0,Sample Accepted,2023-07-06,35,No,
VIS001815,2023-06-21,REP019,DOC0277,TER033,Unplanned,DRG003,2,Sample Accepted,2023-06-30,20,No,
VIS002091,2023-06-21,REP003,DOC0202,TER022,Follow-up,"DRG009,DRG012,DRG013,DRG001",1,Prescription Committed,2023-06-28,13,No,
VIS002821,2023-06-21,REP019,DOC0149,TER025,Planned,"DRG007,DRG006,DRG015",3,Will Consider,2023-07-06,43,No,
VIS000186,2023-06-22,REP012,DOC0169,TER002,Follow-up,"DRG010,DRG005",2,Not Interested,2023-07-17,29,No,
VIS000610,2023-06-22,REP017,DOC0103,TER003,Planned,DRG010,2,Prescription Committed,2023-07-01,25,No,
VIS000755,2023-06-22,REP004,DOC0213,TER035,CME,"DRG013,DRG001,DRG009",3,Prescription Committed,2023-07-20,34,No,
VIS000511,2023-06-23,REP003,DOC0183,TER027,Unplanned,"DRG003,DRG007",2,Prescription Committed,2023-07-05,36,No,
VIS000976,2023-06-23,REP014,DOC0230,TER020,Unplanned,"DRG001,DRG007",1,Prescription Committed,2023-07-03,27,No,
VIS002684,2023-06-23,REP015,DOC0017,TER038,Follow-up,"DRG005,DRG001",3,Meeting Rescheduled,2023-07-03,32,No,
VIS000016,2023-06-24,REP020,DOC0199,TER009,Planned,"DRG008,DRG005,DRG013",0,Not Interested,2023-07-21,36,Yes,REP012
VIS002595,2023-06-24,REP006,DOC0039,TER019,Follow-up,"DRG004,DRG002,DRG003,DRG015",2,Will Consider,2023-07-23,37,No,
VIS001602,2023-06-25,REP001,DOC0165,TER014,Planned,"DRG004,DRG006",3,Prescription Committed,2023-07-03,31,No,
VIS002954,2023-06-25,REP014,DOC0020,TER004,Follow-up,"DRG015,DRG006",3,Sample Accepted,2023-07-15,21,No,
VIS000117,2023-06-27,REP013,DOC0118,TER004,Planned,"DRG010,DRG015,DRG005",2,Not Interested,2023-07-09,30,No,
VIS000157,2023-06-27,REP011,DOC0053,TER011,Follow-up,"DRG011,DRG003,DRG015",0,Sample Accepted,2023-07-07,23,No,
VIS001345,2023-06-27,REP002,DOC0063,TER005,Unplanned,"DRG013,DRG009,DRG001",2,Sample Accepted,2023-07-12,35,No,
VIS001411,2023-06-27,REP003,DOC0069,TER013,Follow-up,"DRG008,DRG006,DRG011,DRG004",0,Will Consider,2023-07-11,32,No,
VIS001835,2023-06-27,REP019,DOC0130,TER025,Planned,DRG011,2,Prescription Committed,2023-07-19,34,No,
VIS002919,2023-06-27,REP002,DOC0257,TER003,Follow-up,DRG003,0,Prescription Committed,2023-07-12,15,Yes,REP017
VIS000510,2023-06-28,REP006,DOC0228,TER009,Unplanned,DRG008,2,Prescription Committed,2023-07-27,17,No,
