TargetID,RepID,DrugID,FY_Quarter,SalesTarget_Value,SalesTarget_Units,VisitTarget,NewDoctorTarget
TGT002618,REP011,DRG014,FY2023-Q2,26494.49,198,51,9
TGT002619,REP011,DRG014,FY2023-Q3,35567.15,275,23,6
TGT002620,REP011,DRG014,FY2023-Q4,39859.79,125,60,10
TGT002621,REP011,DRG014,FY2024-Q1,40303.51,99,58,6
TGT002622,REP011,DRG014,FY2024-Q2,13364.67,204,45,3
TGT002623,REP011,DRG014,FY2024-Q3,36048.02,50,40,6
TGT002624,REP011,DRG014,FY2024-Q4,46828.77,286,27,9
TGT002625,REP011,DRG015,FY2021-Q1,149282.07,182,51,9
TGT002626,REP011,DRG015,FY2021-Q2,69316.82,120,42,2
TGT002627,REP011,DRG015,FY2021-Q3,103689.45,222,28,2
TGT002628,REP011,DRG015,FY2021-Q4,63220.28,173,50,9
TGT002629,REP011,DRG015,FY2022-Q1,54965.49,126,49,10
TGT002630,REP011,DRG015,FY2022-Q2,147729.07,277,58,10
TGT002631,REP011,DRG015,FY2022-Q3,120266.39,125,36,8
TGT002632,REP011,DRG015,FY2022-Q4,186345.09,203,46,7
TGT002633,REP011,DRG015,FY2023-Q1,114281.06,119,55,7
TGT002634,REP011,DRG015,FY2023-Q2,70460.36,120,57,9
TGT002635,REP011,DRG015,FY2023-Q3,172922.59,219,50,6
TGT002636,REP011,DRG015,FY2023-Q4,167299.07,249,28,3
TGT002637,REP011,DRG015,FY2024-Q1,112369.3,81,35,2
TGT002638,REP011,DRG015,FY2024-Q2,89594.3,283,51,6
TGT002639,REP011,DRG015,FY2024-Q3,141920,228,50,4
TGT002640,REP011,DRG015,FY2024-Q4,178823.53,116,26,9
TGT002641,REP012,DRG001,FY2021-Q1,80000.23,161,60,2
TGT002642,REP012,DRG001,FY2021-Q2,44121.37,277,32,7
TGT002643,REP012,DRG001,FY2021-Q3,69618.98,137,50,2
TGT002644,REP012,DRG001,FY2021-Q4,52786.41,119,33,4
TGT002645,REP012,DRG001,FY2022-Q1,42362.21,127,21,5
TGT002646,REP012,DRG001,FY2022-Q2,36694.2,99,26,9
TGT002647,REP012,DRG001,FY2022-Q3,36690.73,94,48,3
TGT002648,REP012,DRG001,FY2022-Q4,68816.13,178,25,3
TGT002649,REP012,DRG001,FY2023-Q1,40540.88,57,43,3
TGT002650,REP012,DRG001,FY2023-Q2,32654.02,177,51,6
TGT002651,REP012,DRG001,FY2023-Q3,54289.08,226,55,8
TGT002652,REP012,DRG001,FY2023-Q4,38437.16,177,35,3
TGT002653,REP012,DRG001,FY2024-Q1,55849.6,201,54,7
TGT002654,REP012,DRG001,FY2024-Q2,52605.45,281,27,3
TGT002655,REP012,DRG001,FY2024-Q3,98053.02,168,34,4
TGT002656,REP012,DRG001,FY2024-Q4,82554.76,106,23,6
TGT002657,REP012,DRG002,FY2021-Q1,75990.67,76,60,6
TGT002658,REP012,DRG002,FY2021-Q2,182151.86,289,30,3
TGT002659,REP012,DRG002,FY2021-Q3,135686.03,284,27,10
TGT002660,REP012,DRG002,FY2021-Q4,38429.29,51,43,2
TGT002661,REP012,DRG002,FY2022-Q1,66944.62,220,30,9
TGT002662,REP012,DRG002,FY2022-Q2,79552.29,56,50,7
TGT002663,REP012,DRG002,FY2022-Q3,105767.76,294,39,3
TGT002664,REP012,DRG002,FY2022-Q4,87858.73,187,24,6
TGT002665,REP012,DRG002,FY2023-Q1,158398.25,67,47,10
TGT002666,REP012,DRG002,FY2023-Q2,142881.8,285,34,10
TGT002667,REP012,DRG002,FY2023-Q3,51430.69,95,52,4
TGT002668,REP012,DRG002,FY2023-Q4,105318.67,117,24,7
TGT002669,REP012,DRG002,FY2024-Q1,99395.59,57,35,9
TGT002670,REP012,DRG002,FY2024-Q2,178392.9,116,55,2
TGT002671,REP012,DRG002,FY2024-Q3,106759.97,176,48,4
TGT002672,REP012,DRG002,FY2024-Q4,46222.1,59,22,10
TGT002673,REP012,DRG003,FY2021-Q1,36782.3,180,24,3
TGT002674,REP012,DRG003,FY2021-Q2,50181.71,93,38,8
TGT002675,REP012,DRG003,FY2021-Q3,20665.66,277,53,4
TGT002676,REP012,DRG003,FY2021-Q4,45099.49,99,46,3
TGT002677,REP012,DRG003,FY2022-Q1,51441.25,155,32,8
TGT002678,REP012,DRG003,FY2022-Q2,69297.95,198,56,8
TGT002679,REP012,DRG003,FY2022-Q3,43236.66,91,53,2
TGT002680,REP012,DRG003,FY2022-Q4,56170.68,108,55,7
TGT002681,REP012,DRG003,FY2023-Q1,25965.39,169,60,10
TGT002682,REP012,DRG003,FY2023-Q2,65256.03,107,46,2
TGT002683,REP012,DRG003,FY2023-Q3,35251,259,24,5
TGT002684,REP012,DRG003,FY2023-Q4,46858.1,289,56,7
TGT002685,REP012,DRG003,FY2024-Q1,38957.8,203,30,5
TGT002686,REP012,DRG003,FY2024-Q2,58553.18,83,23,8
TGT002687,REP012,DRG003,FY2024-Q3,14013.57,187,36,7
TGT002688,REP012,DRG003,FY2024-Q4,45047.29,281,21,2
TGT002689,REP012,DRG004,FY2021-Q1,183224.46,180,51,10
TGT002690,REP012,DRG004,FY2021-Q2,173377.6,161,38,8
TGT002691,REP012,DRG004,FY2021-Q3,128334.78,142,41,5
TGT002692,REP012,DRG004,FY2021-Q4,201684.24,280,50,10
TGT002693,REP012,DRG004,FY2022-Q1,226622.21,127,57,6
TGT002694,REP012,DRG004,FY2022-Q2,173007.17,277,24,3
TGT002695,REP012,DRG004,FY2022-Q3,94264.37,144,42,2
TGT002696,REP012,DRG004,FY2022-Q4,274769.65,99,34,2
TGT002697,REP012,DRG004,FY2023-Q1,300162.43,212,38,9
TGT002698,REP012,DRG004,FY2023-Q2,376042.76,289,31,8
TGT002699,REP012,DRG004,FY2023-Q3,105254.39,275,37,5
TGT002700,REP012,DRG004,FY2023-Q4,284681.01,169,25,4
TGT002701,REP012,DRG004,FY2024-Q1,423141.18,114,40,6
TGT002702,REP012,DRG004,FY2024-Q2,241003.65,163,37,10
TGT002703,REP012,DRG004,FY2024-Q3,331938.15,225,40,6
TGT002704,REP012,DRG004,FY2024-Q4,245168.27,263,25,2
TGT002705,REP012,DRG005,FY2021-Q1,96861.38,51,35,10
TGT002706,REP012,DRG005,FY2021-Q2,158433.05,187,56,10
TGT002707,REP012,DRG005,FY2021-Q3,126345.68,88,39,2
TGT002708,REP012,DRG005,FY2021-Q4,108745.2,281,27,6
TGT002709,REP012,DRG005,FY2022-Q1,213814.3,222,22,5
TGT002710,REP012,DRG005,FY2022-Q2,142092.81,194,56,5
TGT002711,REP012,DRG005,FY2022-Q3,122764.68,287,51,2
TGT002712,REP012,DRG005,FY2022-Q4,259595.87,169,49,7
TGT002713,REP012,DRG005,FY2023-Q1,72569.36,185,27,10
TGT002714,REP012,DRG005,FY2023-Q2,119789.38,212,60,8
TGT002715,REP012,DRG005,FY2023-Q3,143622.68,51,57,7
TGT002716,REP012,DRG005,FY2023-Q4,117570.93,158,58,4
TGT002717,REP012,DRG005,FY2024-Q1,151959.62,273,37,2
TGT002718,REP012,DRG005,FY2024-Q2,134883.12,283,36,9
TGT002719,REP012,DRG005,FY2024-Q3,118507.23,56,54,10
TGT002720,REP012,DRG005,FY2024-Q4,214442.43,235,59,2
TGT002721,REP012,DRG006,FY2021-Q1,29328.56,161,41,8
TGT002722,REP012,DRG006,FY2021-Q2,78823.69,220,20,3
TGT002723,REP012,DRG006,FY2021-Q3,56302.87,267,35,4
TGT002724,REP012,DRG006,FY2021-Q4,109248.16,168,59,7
TGT002725,REP012,DRG006,FY2022-Q1,33622.15,277,52,2
TGT002726,REP012,DRG006,FY2022-Q2,106716.92,66,60,9
TGT002727,REP012,DRG006,FY2022-Q3,35679.75,183,25,10
TGT002728,REP012,DRG006,FY2022-Q4,92423.84,200,53,7
TGT002729,REP012,DRG006,FY2023-Q1,101727.27,80,33,4
TGT002730,REP012,DRG006,FY2023-Q2,45617.79,191,46,7
TGT002731,REP012,DRG006,FY2023-Q3,44962.5,64,38,7
TGT002732,REP012,DRG006,FY2023-Q4,96461.48,92,60,9
TGT002733,REP012,DRG006,FY2024-Q1,85635.2,175,43,10
TGT002734,REP012,DRG006,FY2024-Q2,30742.77,62,25,2
TGT002735,REP012,DRG006,FY2024-Q3,115328.66,192,41,3
TGT002736,REP012,DRG006,FY2024-Q4,93596.88,238,35,9
TGT002737,REP012,DRG007,FY2021-Q1,3008076.23,121,27,8
TGT002738,REP012,DRG007,FY2021-Q2,847270.19,173,51,10
TGT002739,REP012,DRG007,FY2021-Q3,1972159.32,165,58,9
TGT002740,REP012,DRG007,FY2021-Q4,1880859.68,172,49,8
TGT002741,REP012,DRG007,FY2022-Q1,901717.04,137,25,2
TGT002742,REP012,DRG007,FY2022-Q2,3158005.71,103,60,7
TGT002743,REP012,DRG007,FY2022-Q3,1641759.07,171,27,3
TGT002744,REP012,DRG007,FY2022-Q4,1235578.41,60,38,4
TGT002745,REP012,DRG007,FY2023-Q1,2639214.58,219,40,6
TGT002746,REP012,DRG007,FY2023-Q2,2639287.69,143,59,9
TGT002747,REP012,DRG007,FY2023-Q3,3165273.67,142,29,6
TGT002748,REP012,DRG007,FY2023-Q4,1043152.51,270,38,3
TGT002749,REP012,DRG007,FY2024-Q1,1640587.2,255,23,2
TGT002750,REP012,DRG007,FY2024-Q2,1974726.89,255,57,10
TGT002751,REP012,DRG007,FY2024-Q3,2410444.44,176,29,7
TGT002752,REP012,DRG007,FY2024-Q4,1365803.37,169,44,2
TGT002753,REP012,DRG008,FY2021-Q1,3961193.59,85,29,8
TGT002754,REP012,DRG008,FY2021-Q2,4140386.76,220,36,4
TGT002755,REP012,DRG008,FY2021-Q3,6006911.77,226,52,7
TGT002756,REP012,DRG008,FY2021-Q4,5921749.23,142,45,7
TGT002757,REP012,DRG008,FY2022-Q1,3998892.2,297,23,10
TGT002758,REP012,DRG008,FY2022-Q2,3864751.68,83,59,10
TGT002759,REP012,DRG008,FY2022-Q3,4205251.04,172,58,5
TGT002760,REP012,DRG008,FY2022-Q4,2835911.68,209,30,3
TGT002761,REP012,DRG008,FY2023-Q1,2361801,154,33,2
TGT002762,REP012,DRG008,FY2023-Q2,5099443.38,228,39,9
TGT002763,REP012,DRG008,FY2023-Q3,4301900.1,254,31,4
TGT002764,REP012,DRG008,FY2023-Q4,2186296.92,284,23,2
TGT002765,REP012,DRG008,FY2024-Q1,4676707.51,216,43,9
TGT002766,REP012,DRG008,FY2024-Q2,4885078.17,273,47,10
TGT002767,REP012,DRG008,FY2024-Q3,6703706.55,77,21,10
TGT002768,REP012,DRG008,FY2024-Q4,4779803.11,208,41,4
TGT002769,REP012,DRG009,FY2021-Q1,47415.01,55,28,9
TGT002770,REP012,DRG009,FY2021-Q2,56271.1,120,21,7
TGT002771,REP012,DRG009,FY2021-Q3,44992.86,106,28,8
TGT002772,REP012,DRG009,FY2021-Q4,49780.03,214,43,7
TGT002773,REP012,DRG009,FY2022-Q1,88486.83,236,25,10
TGT002774,REP012,DRG009,FY2022-Q2,125976.42,256,42,9
TGT002775,REP012,DRG009,FY2022-Q3,83167.87,277,24,3
TGT002776,REP012,DRG009,FY2022-Q4,61105.53,196,44,6
TGT002777,REP012,DRG009,FY2023-Q1,94797.52,187,51,10
TGT002778,REP012,DRG009,FY2023-Q2,68490.05,212,31,3
TGT002779,REP012,DRG009,FY2023-Q3,69831.56,286,21,9
TGT002780,REP012,DRG009,FY2023-Q4,26480.68,292,21,6
TGT002781,REP012,DRG009,FY2024-Q1,34890.04,159,59,5
TGT002782,REP012,DRG009,FY2024-Q2,87087.17,211,54,10
TGT002783,REP012,DRG009,FY2024-Q3,120762.94,134,32,2
TGT002784,REP012,DRG009,FY2024-Q4,91161.79,298,26,10
TGT002785,REP012,DRG010,FY2021-Q1,174016.98,79,30,9
TGT002786,REP012,DRG010,FY2021-Q2,169869.19,151,47,9
TGT002787,REP012,DRG010,FY2021-Q3,136806.21,282,25,8
TGT002788,REP012,DRG010,FY2021-Q4,105776.31,284,49,10
TGT002789,REP012,DRG010,FY2022-Q1,171505.95,137,57,2
TGT002790,REP012,DRG010,FY2022-Q2,206486.38,267,22,8
TGT002791,REP012,DRG010,FY2022-Q3,176572.09,171,36,8
TGT002792,REP012,DRG010,FY2022-Q4,86009.95,91,50,7
TGT002793,REP012,DRG010,FY2023-Q1,68888.16,111,40,7
TGT002794,REP012,DRG010,FY2023-Q2,128429.92,259,54,8
TGT002795,REP012,DRG010,FY2023-Q3,159422.2,206,55,5
TGT002796,REP012,DRG010,FY2023-Q4,71289.38,204,53,2
TGT002797,REP012,DRG010,FY2024-Q1,123395.83,199,25,7
TGT002798,REP012,DRG010,FY2024-Q2,151728.71,81,34,7
TGT002799,REP012,DRG010,FY2024-Q3,57616.54,285,44,6
TGT002800,REP012,DRG010,FY2024-Q4,50495.47,166,26,6
TGT002801,REP012,DRG011,FY2021-Q1,6152277.58,282,36,9
TGT002802,REP012,DRG011,FY2021-Q2,3006730.17,95,27,2
TGT002803,REP012,DRG011,FY2021-Q3,7614469.23,263,31,10
TGT002804,REP012,DRG011,FY2021-Q4,8011665.68,52,25,9
TGT002805,REP012,DRG011,FY2022-Q1,8969890.66,300,32,3
TGT002806,REP012,DRG011,FY2022-Q2,6642752.05,278,33,4
TGT002807,REP012,DRG011,FY2022-Q3,2703031.68,58,26,6
TGT002808,REP012,DRG011,FY2022-Q4,5295060.88,160,50,7
TGT002809,REP012,DRG011,FY2023-Q1,7167625.41,297,49,4
TGT002810,REP012,DRG011,FY2023-Q2,4821534.55,156,22,8
TGT002811,REP012,DRG011,FY2023-Q3,2831238.91,81,51,3
TGT002812,REP012,DRG011,FY2023-Q4,7831930.07,171,27,5
TGT002813,REP012,DRG011,FY2024-Q1,2666800.89,82,46,3
TGT002814,REP012,DRG011,FY2024-Q2,6621609.09,282,27,4
TGT002815,REP012,DRG011,FY2024-Q3,10483879.82,285,31,3
TGT002816,REP012,DRG011,FY2024-Q4,6889072.35,298,37,5
TGT002817,REP012,DRG012,FY2021-Q1,7784.15,190,21,9
TGT002818,REP012,DRG012,FY2021-Q2,10960.34,171,58,7
TGT002819,REP012,DRG012,FY2021-Q3,9198.5,127,54,5
TGT002820,REP012,DRG012,FY2021-Q4,18436.32,229,29,9
TGT002821,REP012,DRG012,FY2022-Q1,11710.46,193,32,8
TGT002822,REP012,DRG012,FY2022-Q2,18704.9,53,23,10
TGT002823,REP012,DRG012,FY2022-Q3,16829.7,169,22,4
TGT002824,REP012,DRG012,FY2022-Q4,18187.62,291,51,5
TGT002825,REP012,DRG012,FY2023-Q1,5003.16,87,58,7
TGT002826,REP012,DRG012,FY2023-Q2,15584.02,116,54,9
TGT002827,REP012,DRG012,FY2023-Q3,5663.81,162,22,4
TGT002828,REP012,DRG012,FY2023-Q4,22558,76,31,4
TGT002829,REP012,DRG012,FY2024-Q1,21372.51,81,26,7
TGT002830,REP012,DRG012,FY2024-Q2,23807.59,190,36,7
TGT002831,REP012,DRG012,FY2024-Q3,9041.92,170,46,5
TGT002832,REP012,DRG012,FY2024-Q4,10801.35,192,58,4
TGT002833,REP012,DRG013,FY2021-Q1,11265.84,170,39,2
TGT002834,REP012,DRG013,FY2021-Q2,25286.55,126,21,6
TGT002835,REP012,DRG013,FY2021-Q3,33388.66,151,34,8
TGT002836,REP012,DRG013,FY2021-Q4,33043.35,232,46,5
TGT002837,REP012,DRG013,FY2022-Q1,11601.62,199,31,2
TGT002838,REP012,DRG013,FY2022-Q2,10624.56,92,36,8
TGT002839,REP012,DRG013,FY2022-Q3,24380.24,108,54,2
TGT002840,REP012,DRG013,FY2022-Q4,20521.05,175,24,9
TGT002841,REP012,DRG013,FY2023-Q1,19799.06,289,35,6
TGT002842,REP012,DRG013,FY2023-Q2,32441.18,144,56,6
TGT002843,REP012,DRG013,FY2023-Q3,23869.67,144,58,10
TGT002844,REP012,DRG013,FY2023-Q4,41384.55,102,26,3
TGT002845,REP012,DRG013,FY2024-Q1,11873.52,167,40,7
TGT002846,REP012,DRG013,FY2024-Q2,17783.41,292,47,5
TGT002847,REP012,DRG013,FY2024-Q3,8900.79,120,49,10
TGT002848,REP012,DRG013,FY2024-Q4,24713.78,91,34,10
TGT002849,REP012,DRG014,FY2021-Q1,47365.44,214,41,8
TGT002850,REP012,DRG014,FY2021-Q2,18304.75,164,44,4
TGT002851,REP012,DRG014,FY2021-Q3,31579.51,256,27,9
TGT002852,REP012,DRG014,FY2021-Q4,13776.76,188,51,5
TGT002853,REP012,DRG014,FY2022-Q1,20710.83,95,24,3
TGT002854,REP012,DRG014,FY2022-Q2,29539.68,72,37,2
TGT002855,REP012,DRG014,FY2022-Q3,20569.12,145,30,7
TGT002856,REP012,DRG014,FY2022-Q4,18979.65,251,52,8
TGT002857,REP012,DRG014,FY2023-Q1,28714.61,176,38,8
TGT002858,REP012,DRG014,FY2023-Q2,41732.72,98,31,10
TGT002859,REP012,DRG014,FY2023-Q3,44986.98,180,24,6
TGT002860,REP012,DRG014,FY2023-Q4,22013.03,214,30,6
TGT002861,REP012,DRG014,FY2024-Q1,48758.96,52,35,6
TGT002862,REP012,DRG014,FY2024-Q2,54689.74,274,58,3
TGT002863,REP012,DRG014,FY2024-Q3,16848.5,242,43,4
TGT002864,REP012,DRG014,FY2024-Q4,17148.32,104,26,5
TGT002865,REP012,DRG015,FY2021-Q1,134869.72,154,33,9
TGT002866,REP012,DRG015,FY2021-Q2,60872.07,227,46,7
TGT002867,REP012,DRG015,FY2021-Q3,188970.76,220,43,9
TGT002868,REP012,DRG015,FY2021-Q4,196213.42,280,30,2
TGT002869,REP012,DRG015,FY2022-Q1,182218.4,172,52,7
TGT002870,REP012,DRG015,FY2022-Q2,165163.69,273,37,7
TGT002871,REP012,DRG015,FY2022-Q3,64329.17,54,28,5
TGT002872,REP012,DRG015,FY2022-Q4,65369.08,165,41,6
TGT002873,REP012,DRG015,FY2023-Q1,102072.78,206,55,9
TGT002874,REP012,DRG015,FY2023-Q2,180563.6,118,44,8
TGT002875,REP012,DRG015,FY2023-Q3,215312.94,224,34,4
TGT002876,REP012,DRG015,FY2023-Q4,144279.7,148,22,4
TGT002877,REP012,DRG015,FY2024-Q1,102467.15,262,26,9
TGT002878,REP012,DRG015,FY2024-Q2,170525.76,169,46,6
TGT002879,REP012,DRG015,FY2024-Q3,83396.89,92,54,6
TGT002880,REP012,DRG015,FY2024-Q4,115062.29,186,26,3
TGT002881,REP013,DRG001,FY2021-Q1,97862.19,245,42,4
TGT002882,REP013,DRG001,FY2021-Q2,78337.76,286,41,3
TGT002883,REP013,DRG001,FY2021-Q3,77501.59,221,36,3
TGT002884,REP013,DRG001,FY2021-Q4,82957.41,131,48,7
TGT002885,REP013,DRG001,FY2022-Q1,43455.9,286,57,9
TGT002886,REP013,DRG001,FY2022-Q2,96686.16,168,24,3
TGT002887,REP013,DRG001,FY2022-Q3,60962.4,69,58,10
TGT002888,REP013,DRG001,FY2022-Q4,90120.99,114,23,7
TGT002889,REP013,DRG001,FY2023-Q1,22305.56,195,21,8
TGT002890,REP013,DRG001,FY2023-Q2,99935.95,156,37,2
TGT002891,REP013,DRG001,FY2023-Q3,85837.2,84,32,4
TGT002892,REP013,DRG001,FY2023-Q4,47743.29,125,39,10
TGT002893,REP013,DRG001,FY2024-Q1,82713.86,120,47,4
TGT002894,REP013,DRG001,FY2024-Q2,86575.9,167,43,3
TGT002895,REP013,DRG001,FY2024-Q3,106099.04,216,42,3
TGT002896,REP013,DRG001,FY2024-Q4,67431.82,126,53,4
TGT002897,REP013,DRG002,FY2021-Q1,118569.9,131,24,8
TGT002898,REP013,DRG002,FY2021-Q2,51855.03,132,46,10
TGT002899,REP013,DRG002,FY2021-Q3,111482.85,115,38,2
TGT002900,REP013,DRG002,FY2021-Q4,69916.14,244,26,5
TGT002901,REP013,DRG002,FY2022-Q1,152271.75,202,29,2
TGT002902,REP013,DRG002,FY2022-Q2,73589.88,202,48,8
TGT002903,REP013,DRG002,FY2022-Q3,55496.9,294,44,4
TGT002904,REP013,DRG002,FY2022-Q4,112516.74,114,52,2
TGT002905,REP013,DRG002,FY2023-Q1,71807.11,204,29,9
TGT002906,REP013,DRG002,FY2023-Q2,80785.25,229,22,6
TGT002907,REP013,DRG002,FY2023-Q3,37963.61,154,46,7
TGT002908,REP013,DRG002,FY2023-Q4,76774.03,184,37,8
TGT002909,REP013,DRG002,FY2024-Q1,139135.29,214,32,10
TGT002910,REP013,DRG002,FY2024-Q2,147806.59,135,23,10
TGT002911,REP013,DRG002,FY2024-Q3,93178.35,87,60,8
TGT002912,REP013,DRG002,FY2024-Q4,77649.81,203,36,7
TGT002913,REP013,DRG003,FY2021-Q1,58101.08,288,48,3
TGT002914,REP013,DRG003,FY2021-Q2,23680.02,86,48,5
TGT002915,REP013,DRG003,FY2021-Q3,25178.35,255,56,10
TGT002916,REP013,DRG003,FY2021-Q4,27420.67,56,45,3
TGT002917,REP013,DRG003,FY2022-Q1,41378.61,237,30,10
TGT002918,REP013,DRG003,FY2022-Q2,28680.56,219,40,6
TGT002919,REP013,DRG003,FY2022-Q3,30283.72,162,55,6
TGT002920,REP013,DRG003,FY2022-Q4,56812.12,124,37,5
TGT002921,REP013,DRG003,FY2023-Q1,50596.17,237,55,2
TGT002922,REP013,DRG003,FY2023-Q2,34255.48,160,60,9
TGT002923,REP013,DRG003,FY2023-Q3,62896.53,257,49,8
TGT002924,REP013,DRG003,FY2023-Q4,25223.59,294,29,10
TGT002925,REP013,DRG003,FY2024-Q1,65234.76,163,39,7
TGT002926,REP013,DRG003,FY2024-Q2,41097.12,198,30,6
TGT002927,REP013,DRG003,FY2024-Q3,18517.7,170,27,7
TGT002928,REP013,DRG003,FY2024-Q4,19137.69,207,38,7
TGT002929,REP013,DRG004,FY2021-Q1,317810.7,263,42,3
TGT002930,REP013,DRG004,FY2021-Q2,269332.1,289,49,6
TGT002931,REP013,DRG004,FY2021-Q3,293956.57,265,22,4
TGT002932,REP013,DRG004,FY2021-Q4,218309.61,98,30,3
TGT002933,REP013,DRG004,FY2022-Q1,121692.73,217,59,6
TGT002934,REP013,DRG004,FY2022-Q2,281561.3,174,29,7
TGT002935,REP013,DRG004,FY2022-Q3,229075.31,285,59,7
TGT002936,REP013,DRG004,FY2022-Q4,105305.52,120,32,3
TGT002937,REP013,DRG004,FY2023-Q1,329976.86,157,48,4
TGT002938,REP013,DRG004,FY2023-Q2,210039.02,264,58,10
TGT002939,REP013,DRG004,FY2023-Q3,308384.41,196,55,5
TGT002940,REP013,DRG004,FY2023-Q4,209862.73,213,25,2
TGT002941,REP013,DRG004,FY2024-Q1,417964.96,164,35,8
TGT002942,REP013,DRG004,FY2024-Q2,106823.34,145,23,7
TGT002943,REP013,DRG004,FY2024-Q3,92271.43,202,48,5
TGT002944,REP013,DRG004,FY2024-Q4,134268.48,229,25,7
TGT002945,REP013,DRG005,FY2021-Q1,119628.69,59,39,7
TGT002946,REP013,DRG005,FY2021-Q2,210485.86,218,33,10
TGT002947,REP013,DRG005,FY2021-Q3,198276.37,250,35,10
TGT002948,REP013,DRG005,FY2021-Q4,222120.22,187,27,6
TGT002949,REP013,DRG005,FY2022-Q1,150594.91,90,25,10
TGT002950,REP013,DRG005,FY2022-Q2,235758.34,212,57,4
TGT002951,REP013,DRG005,FY2022-Q3,75866.9,53,49,6
TGT002952,REP013,DRG005,FY2022-Q4,170424.94,165,55,10
TGT002953,REP013,DRG005,FY2023-Q1,73424.05,186,50,8
TGT002954,REP013,DRG005,FY2023-Q2,76397.55,163,22,9
TGT002955,REP013,DRG005,FY2023-Q3,87197.52,110,59,5
TGT002956,REP013,DRG005,FY2023-Q4,161167.44,292,30,7
TGT002957,REP013,DRG005,FY2024-Q1,160431.72,179,55,6
TGT002958,REP013,DRG005,FY2024-Q2,150329.05,104,38,7
TGT002959,REP013,DRG005,FY2024-Q3,170926.5,62,42,3
TGT002960,REP013,DRG005,FY2024-Q4,250325.72,292,33,3
TGT002961,REP013,DRG006,FY2021-Q1,136832.28,265,34,10
TGT002962,REP013,DRG006,FY2021-Q2,53780.11,131,42,4
TGT002963,REP013,DRG006,FY2021-Q3,55274.87,157,42,3
TGT002964,REP013,DRG006,FY2021-Q4,90904.54,275,60,2
TGT002965,REP013,DRG006,FY2022-Q1,110959.04,168,56,6
TGT002966,REP013,DRG006,FY2022-Q2,138945.97,59,35,10
TGT002967,REP013,DRG006,FY2022-Q3,67700.96,152,21,10
TGT002968,REP013,DRG006,FY2022-Q4,54226.66,258,20,5
TGT002969,REP013,DRG006,FY2023-Q1,84053.01,179,52,10
TGT002970,REP013,DRG006,FY2023-Q2,75112.62,67,36,7
TGT002971,REP013,DRG006,FY2023-Q3,130037.52,142,39,8
TGT002972,REP013,DRG006,FY2023-Q4,79501.46,142,55,6
TGT002973,REP013,DRG006,FY2024-Q1,67598.92,243,37,7
TGT002974,REP013,DRG006,FY2024-Q2,33080.57,294,38,10
TGT002975,REP013,DRG006,FY2024-Q3,35471.81,267,36,7
TGT002976,REP013,DRG006,FY2024-Q4,75093.67,71,59,5
TGT002977,REP013,DRG007,FY2021-Q1,3545033.78,119,39,10
TGT002978,REP013,DRG007,FY2021-Q2,1532371.19,213,24,5
TGT002979,REP013,DRG007,FY2021-Q3,2414748.54,174,54,5
TGT002980,REP013,DRG007,FY2021-Q4,3741051.66,53,24,4
TGT002981,REP013,DRG007,FY2022-Q1,1488228.45,269,42,10
TGT002982,REP013,DRG007,FY2022-Q2,1608059.47,120,23,4
TGT002983,REP013,DRG007,FY2022-Q3,1049902.8,105,40,3
TGT002984,REP013,DRG007,FY2022-Q4,2702226.2,238,41,9
TGT002985,REP013,DRG007,FY2023-Q1,2830220.71,187,60,5
TGT002986,REP013,DRG007,FY2023-Q2,1726080.1,263,34,5
TGT002987,REP013,DRG007,FY2023-Q3,3309242.25,245,21,7
TGT002988,REP013,DRG007,FY2023-Q4,2745623.62,171,39,2
TGT002989,REP013,DRG007,FY2024-Q1,2856600.78,251,29,8
TGT002990,REP013,DRG007,FY2024-Q2,3120227.14,186,39,6
TGT002991,REP013,DRG007,FY2024-Q3,2582238.62,193,36,3
TGT002992,REP013,DRG007,FY2024-Q4,2804485.87,67,45,8
TGT002993,REP013,DRG008,FY2021-Q1,4675953.07,212,47,5
TGT002994,REP013,DRG008,FY2021-Q2,6069463.13,81,20,3
TGT002995,REP013,DRG008,FY2021-Q3,2139278.3,240,44,8
TGT002996,REP013,DRG008,FY2021-Q4,1609254.23,54,57,2
TGT002997,REP013,DRG008,FY2022-Q1,4760449.88,119,43,5
TGT002998,REP013,DRG008,FY2022-Q2,6840874.72,261,36,2
TGT002999,REP013,DRG008,FY2022-Q3,5262819.01,76,58,5
TGT003000,REP013,DRG008,FY2022-Q4,2149922.26,87,54,9
TGT003001,REP013,DRG008,FY2023-Q1,4267000.39,113,29,7
TGT003002,REP013,DRG008,FY2023-Q2,3477904.71,170,37,7
TGT003003,REP013,DRG008,FY2023-Q3,6367333.8,243,29,3
TGT003004,REP013,DRG008,FY2023-Q4,2061744.23,216,48,10
TGT003005,REP013,DRG008,FY2024-Q1,7017777.02,86,48,3
TGT003006,REP013,DRG008,FY2024-Q2,6997766.66,265,23,5
TGT003007,REP013,DRG008,FY2024-Q3,1928683.46,192,36,2
TGT003008,REP013,DRG008,FY2024-Q4,2926995.1,247,25,6
TGT003009,REP013,DRG009,FY2021-Q1,68621.92,250,25,8
TGT003010,REP013,DRG009,FY2021-Q2,93792.09,134,35,2
TGT003011,REP013,DRG009,FY2021-Q3,26617,66,31,6
TGT003012,REP013,DRG009,FY2021-Q4,107087.92,231,49,4
TGT003013,REP013,DRG009,FY2022-Q1,71735.22,241,35,8
